"","Numeracy","ProblemCorr","Difficulty_forgraphs","PConTypeLabeled","catpolitical","id"
"3699",4,0,"Intermediate","Liberal Confirming Items","Conservatives",618
"3700",4,1,"Intermediate","Conservative Confirming Items","Conservatives",618
"3701",4,1,"Intermediate","Apolitical Items","Conservatives",618
"3702",4,1,"Intermediate","Apolitical Items","Conservatives",618
"3703",3,1,"Intermediate","Liberal Confirming Items","Liberals",619
"3704",3,0,"Intermediate","Conservative Confirming Items","Liberals",619
"3705",3,1,"Intermediate","Liberal Confirming Items","Liberals",619
"3706",3,1,"Intermediate","Conservative Confirming Items","Liberals",619
"3707",3,1,"Intermediate","Apolitical Items","Liberals",619
"3708",3,1,"Intermediate","Apolitical Items","Liberals",619
"3709",3,0,"Intermediate","Liberal Confirming Items","Conservatives",620
"3710",3,0,"Intermediate","Conservative Confirming Items","Conservatives",620
"3711",3,0,"Intermediate","Liberal Confirming Items","Conservatives",620
"3712",3,1,"Intermediate","Conservative Confirming Items","Conservatives",620
"3713",3,0,"Intermediate","Apolitical Items","Conservatives",620
"3714",3,0,"Intermediate","Apolitical Items","Conservatives",620
"3715",6,1,"Intermediate","Liberal Confirming Items","Conservatives",621
"3716",6,1,"Intermediate","Conservative Confirming Items","Conservatives",621
"3717",6,1,"Intermediate","Liberal Confirming Items","Conservatives",621
"3718",6,1,"Intermediate","Conservative Confirming Items","Conservatives",621
"3719",6,1,"Intermediate","Apolitical Items","Conservatives",621
"3720",6,1,"Intermediate","Apolitical Items","Conservatives",621
"3721",8,1,"Intermediate","Liberal Confirming Items","Liberals",622
"3722",8,0,"Intermediate","Conservative Confirming Items","Liberals",622
"3723",8,0,"Intermediate","Liberal Confirming Items","Liberals",622
"3724",8,0,"Intermediate","Conservative Confirming Items","Liberals",622
"3725",8,1,"Intermediate","Apolitical Items","Liberals",622
"3726",8,0,"Intermediate","Apolitical Items","Liberals",622
"3727",2,0,"Intermediate","Liberal Confirming Items","Conservatives",623
"3728",2,0,"Intermediate","Conservative Confirming Items","Conservatives",623
"3729",2,1,"Intermediate","Liberal Confirming Items","Conservatives",623
"3730",2,1,"Intermediate","Conservative Confirming Items","Conservatives",623
"3731",2,1,"Intermediate","Apolitical Items","Conservatives",623
"3732",2,1,"Intermediate","Apolitical Items","Conservatives",623
"3733",6,1,"Intermediate","Liberal Confirming Items","Moderates",624
"3734",6,0,"Intermediate","Conservative Confirming Items","Moderates",624
"3735",6,1,"Intermediate","Liberal Confirming Items","Moderates",624
"3736",6,1,"Intermediate","Conservative Confirming Items","Moderates",624
"3737",6,1,"Intermediate","Apolitical Items","Moderates",624
"3738",6,1,"Intermediate","Apolitical Items","Moderates",624
"3739",5,1,"Intermediate","Liberal Confirming Items","Liberals",625
"3740",5,0,"Intermediate","Conservative Confirming Items","Liberals",625
"3741",5,1,"Intermediate","Liberal Confirming Items","Liberals",625
"3742",5,0,"Intermediate","Conservative Confirming Items","Liberals",625
"3743",5,0,"Intermediate","Apolitical Items","Liberals",625
"3744",5,1,"Intermediate","Apolitical Items","Liberals",625
"3745",5,0,"Intermediate","Liberal Confirming Items","Liberals",626
"3746",5,0,"Intermediate","Conservative Confirming Items","Liberals",626
"3747",5,0,"Intermediate","Liberal Confirming Items","Liberals",626
"3748",5,1,"Intermediate","Conservative Confirming Items","Liberals",626
"3749",5,1,"Intermediate","Apolitical Items","Liberals",626
"3750",5,NA,"Intermediate","Apolitical Items","Liberals",626
"3751",6,1,"Intermediate","Liberal Confirming Items","Liberals",627
"3752",6,0,"Intermediate","Conservative Confirming Items","Liberals",627
"3753",6,1,"Intermediate","Liberal Confirming Items","Liberals",627
"3754",6,0,"Intermediate","Conservative Confirming Items","Liberals",627
"3755",6,1,"Intermediate","Apolitical Items","Liberals",627
"3756",6,1,"Intermediate","Apolitical Items","Liberals",627
"3757",6,0,"Intermediate","Liberal Confirming Items","Conservatives",628
"3758",6,1,"Intermediate","Conservative Confirming Items","Conservatives",628
"3759",6,0,"Intermediate","Liberal Confirming Items","Conservatives",628
"3760",6,1,"Intermediate","Conservative Confirming Items","Conservatives",628
"3761",6,1,"Intermediate","Apolitical Items","Conservatives",628
"3762",6,1,"Intermediate","Apolitical Items","Conservatives",628
"3763",4,1,"Intermediate","Liberal Confirming Items","Moderates",629
"3764",4,0,"Intermediate","Conservative Confirming Items","Moderates",629
"3765",4,1,"Intermediate","Liberal Confirming Items","Moderates",629
"3766",4,1,"Intermediate","Conservative Confirming Items","Moderates",629
"3767",4,1,"Intermediate","Apolitical Items","Moderates",629
"3768",4,1,"Intermediate","Apolitical Items","Moderates",629
"3769",3,1,"Intermediate","Liberal Confirming Items","Conservatives",630
"3770",3,0,"Intermediate","Conservative Confirming Items","Conservatives",630
"3771",3,0,"Intermediate","Liberal Confirming Items","Conservatives",630
"3772",3,0,"Intermediate","Conservative Confirming Items","Conservatives",630
"3773",3,1,"Intermediate","Apolitical Items","Conservatives",630
"3774",3,1,"Intermediate","Apolitical Items","Conservatives",630
"3775",7,1,"Intermediate","Liberal Confirming Items","Liberals",631
"3776",7,0,"Intermediate","Conservative Confirming Items","Liberals",631
"3777",7,1,"Intermediate","Liberal Confirming Items","Liberals",631
"3778",7,1,"Intermediate","Conservative Confirming Items","Liberals",631
"3779",7,1,"Intermediate","Apolitical Items","Liberals",631
"3780",7,1,"Intermediate","Apolitical Items","Liberals",631
"3781",7,1,"Intermediate","Liberal Confirming Items","Liberals",632
"3782",7,0,"Intermediate","Conservative Confirming Items","Liberals",632
"3783",7,1,"Intermediate","Liberal Confirming Items","Liberals",632
"3784",7,0,"Intermediate","Conservative Confirming Items","Liberals",632
"3785",7,1,"Intermediate","Apolitical Items","Liberals",632
"3786",7,1,"Intermediate","Apolitical Items","Liberals",632
"3787",5,1,"Intermediate","Liberal Confirming Items","Moderates",633
"3788",5,0,"Intermediate","Conservative Confirming Items","Moderates",633
"3789",5,1,"Intermediate","Liberal Confirming Items","Moderates",633
"3790",5,1,"Intermediate","Conservative Confirming Items","Moderates",633
"3791",5,1,"Intermediate","Apolitical Items","Moderates",633
"3792",5,1,"Intermediate","Apolitical Items","Moderates",633
"3793",4,1,"Intermediate","Liberal Confirming Items","Liberals",634
"3794",4,0,"Intermediate","Conservative Confirming Items","Liberals",634
"3795",4,1,"Intermediate","Liberal Confirming Items","Liberals",634
"3796",4,1,"Intermediate","Conservative Confirming Items","Liberals",634
"3797",4,1,"Intermediate","Apolitical Items","Liberals",634
"3798",4,1,"Intermediate","Apolitical Items","Liberals",634
"3799",6,0,"Intermediate","Liberal Confirming Items","Moderates",635
"3800",6,1,"Intermediate","Conservative Confirming Items","Moderates",635
"3801",6,0,"Intermediate","Liberal Confirming Items","Moderates",635
"3802",6,1,"Intermediate","Conservative Confirming Items","Moderates",635
"3803",6,1,"Intermediate","Apolitical Items","Moderates",635
"3804",6,1,"Intermediate","Apolitical Items","Moderates",635
"3805",3,1,"Intermediate","Liberal Confirming Items","Moderates",636
"3806",3,0,"Intermediate","Conservative Confirming Items","Moderates",636
"3807",3,1,"Intermediate","Liberal Confirming Items","Moderates",636
"3808",3,1,"Intermediate","Conservative Confirming Items","Moderates",636
"3809",3,0,"Intermediate","Apolitical Items","Moderates",636
"3810",3,0,"Intermediate","Apolitical Items","Moderates",636
"3811",4,1,"Intermediate","Liberal Confirming Items","Liberals",637
"3812",4,0,"Intermediate","Conservative Confirming Items","Liberals",637
"3813",4,1,"Intermediate","Liberal Confirming Items","Liberals",637
"3814",4,0,"Intermediate","Conservative Confirming Items","Liberals",637
"3815",4,1,"Intermediate","Apolitical Items","Liberals",637
"3816",4,1,"Intermediate","Apolitical Items","Liberals",637
"3817",5,0,"Intermediate","Liberal Confirming Items","Conservatives",638
"3818",5,1,"Intermediate","Conservative Confirming Items","Conservatives",638
"3819",5,1,"Intermediate","Liberal Confirming Items","Conservatives",638
"3820",5,1,"Intermediate","Conservative Confirming Items","Conservatives",638
"3821",5,1,"Intermediate","Apolitical Items","Conservatives",638
"3822",5,1,"Intermediate","Apolitical Items","Conservatives",638
"3823",3,0,"Intermediate","Liberal Confirming Items","Conservatives",639
"3824",3,0,"Intermediate","Conservative Confirming Items","Conservatives",639
"3825",3,0,"Intermediate","Liberal Confirming Items","Conservatives",639
"3826",3,0,"Intermediate","Conservative Confirming Items","Conservatives",639
"3827",3,1,"Intermediate","Apolitical Items","Conservatives",639
"3828",3,0,"Intermediate","Apolitical Items","Conservatives",639
"3829",4,1,"Intermediate","Liberal Confirming Items","Liberals",640
"3830",4,0,"Intermediate","Conservative Confirming Items","Liberals",640
"3831",4,1,"Intermediate","Liberal Confirming Items","Liberals",640
"3832",4,1,"Intermediate","Conservative Confirming Items","Liberals",640
"3833",4,1,"Intermediate","Apolitical Items","Liberals",640
"3834",4,1,"Intermediate","Apolitical Items","Liberals",640
"3835",6,1,"Intermediate","Liberal Confirming Items","Liberals",641
"3836",6,0,"Intermediate","Conservative Confirming Items","Liberals",641
"3837",6,1,"Intermediate","Liberal Confirming Items","Liberals",641
"3838",6,0,"Intermediate","Conservative Confirming Items","Liberals",641
"3839",6,1,"Intermediate","Apolitical Items","Liberals",641
"3840",6,1,"Intermediate","Apolitical Items","Liberals",641
"3841",7,1,"Intermediate","Liberal Confirming Items","Conservatives",642
"3842",7,0,"Intermediate","Conservative Confirming Items","Conservatives",642
"3843",7,1,"Intermediate","Liberal Confirming Items","Conservatives",642
"3844",7,0,"Intermediate","Conservative Confirming Items","Conservatives",642
"3845",7,1,"Intermediate","Apolitical Items","Conservatives",642
"3846",7,1,"Intermediate","Apolitical Items","Conservatives",642
"3847",6,0,"Intermediate","Liberal Confirming Items","Moderates",643
"3848",6,0,"Intermediate","Conservative Confirming Items","Moderates",643
"3849",6,1,"Intermediate","Liberal Confirming Items","Moderates",643
"3850",6,1,"Intermediate","Conservative Confirming Items","Moderates",643
"3851",6,1,"Intermediate","Apolitical Items","Moderates",643
"3852",6,1,"Intermediate","Apolitical Items","Moderates",643
"3853",1,0,"Intermediate","Liberal Confirming Items","Moderates",644
"3854",1,0,"Intermediate","Conservative Confirming Items","Moderates",644
"3855",1,1,"Intermediate","Liberal Confirming Items","Moderates",644
"3856",1,0,"Intermediate","Conservative Confirming Items","Moderates",644
"3857",1,0,"Intermediate","Apolitical Items","Moderates",644
"3858",1,1,"Intermediate","Apolitical Items","Moderates",644
"3859",3,1,"Intermediate","Liberal Confirming Items","Conservatives",645
"3860",3,1,"Intermediate","Conservative Confirming Items","Conservatives",645
"3861",3,0,"Intermediate","Liberal Confirming Items","Conservatives",645
"3862",3,1,"Intermediate","Conservative Confirming Items","Conservatives",645
"3863",3,1,"Intermediate","Apolitical Items","Conservatives",645
"3864",3,1,"Intermediate","Apolitical Items","Conservatives",645
"3865",5,1,"Intermediate","Liberal Confirming Items","Liberals",646
"3866",5,1,"Intermediate","Conservative Confirming Items","Liberals",646
"3867",5,1,"Intermediate","Liberal Confirming Items","Liberals",646
"3868",5,1,"Intermediate","Conservative Confirming Items","Liberals",646
"3869",5,1,"Intermediate","Apolitical Items","Liberals",646
"3870",5,1,"Intermediate","Apolitical Items","Liberals",646
"3871",5,1,"Intermediate","Liberal Confirming Items","Moderates",647
"3872",5,0,"Intermediate","Conservative Confirming Items","Moderates",647
"3873",5,1,"Intermediate","Liberal Confirming Items","Moderates",647
"3874",5,1,"Intermediate","Conservative Confirming Items","Moderates",647
"3875",5,1,"Intermediate","Apolitical Items","Moderates",647
"3876",5,1,"Intermediate","Apolitical Items","Moderates",647
"3877",5,1,"Intermediate","Liberal Confirming Items","Liberals",648
"3878",5,0,"Intermediate","Conservative Confirming Items","Liberals",648
"3879",5,0,"Intermediate","Liberal Confirming Items","Liberals",648
"3880",5,0,"Intermediate","Conservative Confirming Items","Liberals",648
"3881",5,0,"Intermediate","Apolitical Items","Liberals",648
"3882",5,0,"Intermediate","Apolitical Items","Liberals",648
"3883",4,1,"Intermediate","Liberal Confirming Items","Liberals",649
"3884",4,1,"Intermediate","Conservative Confirming Items","Liberals",649
"3885",4,1,"Intermediate","Liberal Confirming Items","Liberals",649
"3886",4,0,"Intermediate","Conservative Confirming Items","Liberals",649
"3887",4,1,"Intermediate","Apolitical Items","Liberals",649
"3888",4,0,"Intermediate","Apolitical Items","Liberals",649
"3889",4,1,"Intermediate","Liberal Confirming Items","Moderates",650
"3890",4,0,"Intermediate","Conservative Confirming Items","Moderates",650
"3891",4,1,"Intermediate","Liberal Confirming Items","Moderates",650
"3892",4,0,"Intermediate","Conservative Confirming Items","Moderates",650
"3893",4,1,"Intermediate","Apolitical Items","Moderates",650
"3894",4,0,"Intermediate","Apolitical Items","Moderates",650
"3895",7,1,"Intermediate","Liberal Confirming Items","Liberals",651
"3896",7,0,"Intermediate","Conservative Confirming Items","Liberals",651
"3897",7,1,"Intermediate","Liberal Confirming Items","Liberals",651
"3898",7,1,"Intermediate","Conservative Confirming Items","Liberals",651
"3899",7,1,"Intermediate","Apolitical Items","Liberals",651
"3900",7,1,"Intermediate","Apolitical Items","Liberals",651
"3901",1,1,"Intermediate","Liberal Confirming Items","Moderates",652
"3902",1,0,"Intermediate","Conservative Confirming Items","Moderates",652
"3903",1,1,"Intermediate","Liberal Confirming Items","Moderates",652
"3904",1,1,"Intermediate","Conservative Confirming Items","Moderates",652
"3905",1,1,"Intermediate","Apolitical Items","Moderates",652
"3906",1,1,"Intermediate","Apolitical Items","Moderates",652
"3907",4,1,"Intermediate","Liberal Confirming Items","Moderates",653
"3908",4,0,"Intermediate","Conservative Confirming Items","Moderates",653
"3909",4,0,"Intermediate","Liberal Confirming Items","Moderates",653
"3910",4,1,"Intermediate","Conservative Confirming Items","Moderates",653
"3911",4,0,"Intermediate","Apolitical Items","Moderates",653
"3912",4,1,"Intermediate","Apolitical Items","Moderates",653
"3913",6,0,"Intermediate","Liberal Confirming Items","Moderates",654
"3914",6,0,"Intermediate","Conservative Confirming Items","Moderates",654
"3915",6,0,"Intermediate","Liberal Confirming Items","Moderates",654
"3916",6,1,"Intermediate","Conservative Confirming Items","Moderates",654
"3917",6,1,"Intermediate","Apolitical Items","Moderates",654
"3918",6,0,"Intermediate","Apolitical Items","Moderates",654
"3919",5,1,"Intermediate","Liberal Confirming Items","Liberals",655
"3920",5,0,"Intermediate","Conservative Confirming Items","Liberals",655
"3921",5,1,"Intermediate","Liberal Confirming Items","Liberals",655
"3922",5,1,"Intermediate","Conservative Confirming Items","Liberals",655
"3923",5,1,"Intermediate","Apolitical Items","Liberals",655
"3924",5,1,"Intermediate","Apolitical Items","Liberals",655
"3925",2,0,"Intermediate","Liberal Confirming Items","Moderates",656
"3926",2,0,"Intermediate","Conservative Confirming Items","Moderates",656
"3927",2,1,"Intermediate","Liberal Confirming Items","Moderates",656
"3928",2,1,"Intermediate","Conservative Confirming Items","Moderates",656
"3929",2,0,"Intermediate","Apolitical Items","Moderates",656
"3930",2,1,"Intermediate","Apolitical Items","Moderates",656
"3931",2,0,"Intermediate","Liberal Confirming Items","Moderates",657
"3932",2,0,"Intermediate","Conservative Confirming Items","Moderates",657
"3933",2,0,"Intermediate","Liberal Confirming Items","Moderates",657
"3934",2,1,"Intermediate","Conservative Confirming Items","Moderates",657
"3935",2,0,"Intermediate","Apolitical Items","Moderates",657
"3936",2,0,"Intermediate","Apolitical Items","Moderates",657
"3937",2,0,"Intermediate","Liberal Confirming Items","Conservatives",658
"3938",2,1,"Intermediate","Conservative Confirming Items","Conservatives",658
"3939",2,0,"Intermediate","Liberal Confirming Items","Conservatives",658
"3940",2,0,"Intermediate","Conservative Confirming Items","Conservatives",658
"3941",2,1,"Intermediate","Apolitical Items","Conservatives",658
"3942",2,1,"Intermediate","Apolitical Items","Conservatives",658
"3943",6,1,"Intermediate","Liberal Confirming Items","Liberals",659
"3944",6,0,"Intermediate","Conservative Confirming Items","Liberals",659
"3945",6,1,"Intermediate","Liberal Confirming Items","Liberals",659
"3946",6,1,"Intermediate","Conservative Confirming Items","Liberals",659
"3947",6,1,"Intermediate","Apolitical Items","Liberals",659
"3948",6,1,"Intermediate","Apolitical Items","Liberals",659
"3949",7,1,"Intermediate","Liberal Confirming Items","Liberals",660
"3950",7,0,"Intermediate","Conservative Confirming Items","Liberals",660
"3951",7,1,"Intermediate","Liberal Confirming Items","Liberals",660
"3952",7,0,"Intermediate","Conservative Confirming Items","Liberals",660
"3953",7,0,"Intermediate","Apolitical Items","Liberals",660
"3954",7,1,"Intermediate","Apolitical Items","Liberals",660
"3955",6,1,"Intermediate","Liberal Confirming Items","Liberals",661
"3956",6,0,"Intermediate","Conservative Confirming Items","Liberals",661
"3957",6,1,"Intermediate","Liberal Confirming Items","Liberals",661
"3958",6,0,"Intermediate","Conservative Confirming Items","Liberals",661
"3959",6,0,"Intermediate","Apolitical Items","Liberals",661
"3960",6,1,"Intermediate","Apolitical Items","Liberals",661
"3961",8,1,"Intermediate","Liberal Confirming Items","Liberals",662
"3962",8,1,"Intermediate","Conservative Confirming Items","Liberals",662
"3963",8,1,"Intermediate","Liberal Confirming Items","Liberals",662
"3964",8,1,"Intermediate","Conservative Confirming Items","Liberals",662
"3965",8,1,"Intermediate","Apolitical Items","Liberals",662
"3966",8,1,"Intermediate","Apolitical Items","Liberals",662
"3967",7,1,"Intermediate","Liberal Confirming Items","Conservatives",663
"3968",7,0,"Intermediate","Conservative Confirming Items","Conservatives",663
"3969",7,1,"Intermediate","Liberal Confirming Items","Conservatives",663
"3970",7,1,"Intermediate","Conservative Confirming Items","Conservatives",663
"3971",7,1,"Intermediate","Apolitical Items","Conservatives",663
"3972",7,1,"Intermediate","Apolitical Items","Conservatives",663
"3973",4,1,"Intermediate","Liberal Confirming Items","Moderates",664
"3974",4,0,"Intermediate","Conservative Confirming Items","Moderates",664
"3975",4,0,"Intermediate","Liberal Confirming Items","Moderates",664
"3976",4,0,"Intermediate","Conservative Confirming Items","Moderates",664
"3977",4,1,"Intermediate","Apolitical Items","Moderates",664
"3978",4,1,"Intermediate","Apolitical Items","Moderates",664
"3979",4,1,"Intermediate","Liberal Confirming Items","Liberals",665
"3980",4,0,"Intermediate","Conservative Confirming Items","Liberals",665
"3981",4,1,"Intermediate","Liberal Confirming Items","Liberals",665
"3982",4,0,"Intermediate","Conservative Confirming Items","Liberals",665
"3983",4,0,"Intermediate","Apolitical Items","Liberals",665
"3984",4,1,"Intermediate","Apolitical Items","Liberals",665
"3985",5,1,"Intermediate","Liberal Confirming Items","Conservatives",666
"3986",5,1,"Intermediate","Conservative Confirming Items","Conservatives",666
"3987",5,0,"Intermediate","Liberal Confirming Items","Conservatives",666
"3988",5,1,"Intermediate","Conservative Confirming Items","Conservatives",666
"3989",5,1,"Intermediate","Apolitical Items","Conservatives",666
"3990",5,1,"Intermediate","Apolitical Items","Conservatives",666
"3991",4,1,"Intermediate","Liberal Confirming Items","Moderates",667
"3992",4,0,"Intermediate","Conservative Confirming Items","Moderates",667
"3993",4,1,"Intermediate","Liberal Confirming Items","Moderates",667
"3994",4,0,"Intermediate","Conservative Confirming Items","Moderates",667
"3995",4,1,"Intermediate","Apolitical Items","Moderates",667
"3996",4,1,"Intermediate","Apolitical Items","Moderates",667
"3997",4,1,"Intermediate","Liberal Confirming Items","Conservatives",668
"3998",4,0,"Intermediate","Conservative Confirming Items","Conservatives",668
"3999",4,1,"Intermediate","Liberal Confirming Items","Conservatives",668
"4000",4,1,"Intermediate","Conservative Confirming Items","Conservatives",668
"4001",4,1,"Intermediate","Apolitical Items","Conservatives",668
"4002",4,1,"Intermediate","Apolitical Items","Conservatives",668
"4003",4,0,"Intermediate","Liberal Confirming Items","Conservatives",669
"4004",4,0,"Intermediate","Conservative Confirming Items","Conservatives",669
"4005",4,1,"Intermediate","Liberal Confirming Items","Conservatives",669
"4006",4,1,"Intermediate","Conservative Confirming Items","Conservatives",669
"4007",4,1,"Intermediate","Apolitical Items","Conservatives",669
"4008",4,1,"Intermediate","Apolitical Items","Conservatives",669
"4009",3,0,"Intermediate","Liberal Confirming Items","Moderates",670
"4010",3,0,"Intermediate","Conservative Confirming Items","Moderates",670
"4011",3,1,"Intermediate","Liberal Confirming Items","Moderates",670
"4012",3,0,"Intermediate","Conservative Confirming Items","Moderates",670
"4013",3,0,"Intermediate","Apolitical Items","Moderates",670
"4014",3,1,"Intermediate","Apolitical Items","Moderates",670
"4015",7,1,"Intermediate","Liberal Confirming Items","Moderates",671
"4016",7,0,"Intermediate","Conservative Confirming Items","Moderates",671
"4017",7,0,"Intermediate","Liberal Confirming Items","Moderates",671
"4018",7,0,"Intermediate","Conservative Confirming Items","Moderates",671
"4019",7,1,"Intermediate","Apolitical Items","Moderates",671
"4020",7,1,"Intermediate","Apolitical Items","Moderates",671
"4021",8,0,"Intermediate","Liberal Confirming Items","Conservatives",672
"4022",8,1,"Intermediate","Conservative Confirming Items","Conservatives",672
"4023",8,1,"Intermediate","Liberal Confirming Items","Conservatives",672
"4024",8,1,"Intermediate","Conservative Confirming Items","Conservatives",672
"4025",8,1,"Intermediate","Apolitical Items","Conservatives",672
"4026",8,1,"Intermediate","Apolitical Items","Conservatives",672
"4027",5,1,"Intermediate","Liberal Confirming Items","Liberals",673
"4028",5,0,"Intermediate","Conservative Confirming Items","Liberals",673
"4029",5,1,"Intermediate","Liberal Confirming Items","Liberals",673
"4030",5,1,"Intermediate","Conservative Confirming Items","Liberals",673
"4031",5,1,"Intermediate","Apolitical Items","Liberals",673
"4032",5,1,"Intermediate","Apolitical Items","Liberals",673
"4033",5,0,"Intermediate","Liberal Confirming Items","Moderates",674
"4034",5,0,"Intermediate","Conservative Confirming Items","Moderates",674
"4035",5,0,"Intermediate","Liberal Confirming Items","Moderates",674
"4036",5,1,"Intermediate","Conservative Confirming Items","Moderates",674
"4037",5,0,"Intermediate","Apolitical Items","Moderates",674
"4038",5,1,"Intermediate","Apolitical Items","Moderates",674
"4039",4,1,"Intermediate","Liberal Confirming Items","Liberals",675
"4040",4,0,"Intermediate","Conservative Confirming Items","Liberals",675
"4041",4,1,"Intermediate","Liberal Confirming Items","Liberals",675
"4042",4,0,"Intermediate","Conservative Confirming Items","Liberals",675
"4043",4,0,"Intermediate","Apolitical Items","Liberals",675
"4044",4,0,"Intermediate","Apolitical Items","Liberals",675
"4045",5,1,"Intermediate","Liberal Confirming Items","Moderates",676
"4046",5,1,"Intermediate","Conservative Confirming Items","Moderates",676
"4047",5,1,"Intermediate","Liberal Confirming Items","Moderates",676
"4048",5,1,"Intermediate","Conservative Confirming Items","Moderates",676
"4049",5,1,"Intermediate","Apolitical Items","Moderates",676
"4050",5,1,"Intermediate","Apolitical Items","Moderates",676
"4051",4,1,"Intermediate","Liberal Confirming Items","Liberals",677
"4052",4,0,"Intermediate","Conservative Confirming Items","Liberals",677
"4053",4,1,"Intermediate","Liberal Confirming Items","Liberals",677
"4054",4,0,"Intermediate","Conservative Confirming Items","Liberals",677
"4055",4,1,"Intermediate","Apolitical Items","Liberals",677
"4056",4,1,"Intermediate","Apolitical Items","Liberals",677
"4057",4,0,"Intermediate","Liberal Confirming Items","Conservatives",678
"4058",4,1,"Intermediate","Conservative Confirming Items","Conservatives",678
"4059",4,1,"Intermediate","Liberal Confirming Items","Conservatives",678
"4060",4,0,"Intermediate","Conservative Confirming Items","Conservatives",678
"4061",4,1,"Intermediate","Apolitical Items","Conservatives",678
"4062",4,1,"Intermediate","Apolitical Items","Conservatives",678
"4063",2,1,"Intermediate","Liberal Confirming Items","Liberals",679
"4064",2,1,"Intermediate","Conservative Confirming Items","Liberals",679
"4065",2,0,"Intermediate","Liberal Confirming Items","Liberals",679
"4066",2,1,"Intermediate","Conservative Confirming Items","Liberals",679
"4067",2,1,"Intermediate","Apolitical Items","Liberals",679
"4068",2,0,"Intermediate","Apolitical Items","Liberals",679
"4069",4,1,"Intermediate","Liberal Confirming Items","Liberals",680
"4070",4,0,"Intermediate","Conservative Confirming Items","Liberals",680
"4071",4,1,"Intermediate","Liberal Confirming Items","Liberals",680
"4072",4,1,"Intermediate","Conservative Confirming Items","Liberals",680
"4073",4,0,"Intermediate","Apolitical Items","Liberals",680
"4074",4,1,"Intermediate","Apolitical Items","Liberals",680
"4075",4,0,"Intermediate","Liberal Confirming Items","Conservatives",681
"4076",4,0,"Intermediate","Conservative Confirming Items","Conservatives",681
"4077",4,1,"Intermediate","Liberal Confirming Items","Conservatives",681
"4078",4,1,"Intermediate","Conservative Confirming Items","Conservatives",681
"4079",4,1,"Intermediate","Apolitical Items","Conservatives",681
"4080",4,1,"Intermediate","Apolitical Items","Conservatives",681
"4081",6,1,"Intermediate","Liberal Confirming Items","Conservatives",682
"4082",6,0,"Intermediate","Conservative Confirming Items","Conservatives",682
"4083",6,1,"Intermediate","Liberal Confirming Items","Conservatives",682
"4084",6,1,"Intermediate","Conservative Confirming Items","Conservatives",682
"4085",6,1,"Intermediate","Apolitical Items","Conservatives",682
"4086",6,1,"Intermediate","Apolitical Items","Conservatives",682
"4087",3,1,"Intermediate","Liberal Confirming Items","Liberals",683
"4088",3,0,"Intermediate","Conservative Confirming Items","Liberals",683
"4089",3,1,"Intermediate","Liberal Confirming Items","Liberals",683
"4090",3,1,"Intermediate","Conservative Confirming Items","Liberals",683
"4091",3,1,"Intermediate","Apolitical Items","Liberals",683
"4092",3,1,"Intermediate","Apolitical Items","Liberals",683
"4093",4,1,"Intermediate","Liberal Confirming Items","Conservatives",684
"4094",4,1,"Intermediate","Conservative Confirming Items","Conservatives",684
"4095",4,1,"Intermediate","Liberal Confirming Items","Conservatives",684
"4096",4,1,"Intermediate","Conservative Confirming Items","Conservatives",684
"4097",4,1,"Intermediate","Apolitical Items","Conservatives",684
"4098",4,1,"Intermediate","Apolitical Items","Conservatives",684
"4099",4,0,"Intermediate","Liberal Confirming Items","Conservatives",685
"4100",4,0,"Intermediate","Conservative Confirming Items","Conservatives",685
"4101",4,1,"Intermediate","Liberal Confirming Items","Conservatives",685
"4102",4,1,"Intermediate","Conservative Confirming Items","Conservatives",685
"4103",4,1,"Intermediate","Apolitical Items","Conservatives",685
"4104",4,1,"Intermediate","Apolitical Items","Conservatives",685
"4105",5,1,"Intermediate","Liberal Confirming Items","Liberals",686
"4106",5,1,"Intermediate","Conservative Confirming Items","Liberals",686
"4107",5,0,"Intermediate","Liberal Confirming Items","Liberals",686
"4108",5,1,"Intermediate","Conservative Confirming Items","Liberals",686
"4109",5,1,"Intermediate","Apolitical Items","Liberals",686
"4110",5,1,"Intermediate","Apolitical Items","Liberals",686
"4111",3,1,"Intermediate","Liberal Confirming Items","Moderates",687
"4112",3,1,"Intermediate","Conservative Confirming Items","Moderates",687
"4113",3,0,"Intermediate","Liberal Confirming Items","Moderates",687
"4114",3,0,"Intermediate","Conservative Confirming Items","Moderates",687
"4115",3,1,"Intermediate","Apolitical Items","Moderates",687
"4116",3,1,"Intermediate","Apolitical Items","Moderates",687
"4117",2,0,"Intermediate","Liberal Confirming Items","Moderates",688
"4118",2,0,"Intermediate","Conservative Confirming Items","Moderates",688
"4119",2,1,"Intermediate","Liberal Confirming Items","Moderates",688
"4120",2,1,"Intermediate","Conservative Confirming Items","Moderates",688
"4121",2,0,"Intermediate","Apolitical Items","Moderates",688
"4122",2,1,"Intermediate","Apolitical Items","Moderates",688
"4123",8,1,"Intermediate","Liberal Confirming Items","Conservatives",689
"4124",8,0,"Intermediate","Conservative Confirming Items","Conservatives",689
"4125",8,0,"Intermediate","Liberal Confirming Items","Conservatives",689
"4126",8,1,"Intermediate","Conservative Confirming Items","Conservatives",689
"4127",8,1,"Intermediate","Apolitical Items","Conservatives",689
"4128",8,1,"Intermediate","Apolitical Items","Conservatives",689
"4129",4,1,"Intermediate","Liberal Confirming Items","Liberals",690
